"","partic","session","token","group","duration","i_min","i_max","ri","ri_2","max_rising_velocity","wmrv","newest","x","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9","x_10","session_token","group_name"
"114",8,5,23,2,0.01703702549,52.48373437,61.55263834,9.068903966,0.1727945634,411.0540024,"6.678089087","tap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","5_23","Experimental"
"115",8,5,25,2,0.04939661669,47.73609115,67.46978601,19.73369486,0.4133915112,931.6176321,"13.80792333","stop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","5_25","Experimental"
"116",8,5,29,2,0.01352788408,59.40874367,63.15398595,3.745242283,0.06304193712,288.7474397,"4.572117426","tap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","5_29","Experimental"
"117",8,5,30,2,0.01466814178,54.68030313,65.48513523,10.8048321,0.1976000769,643.1645643,"9.821535254","tap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","5_30","Experimental"
"118",8,5,33,2,0.03793733297,45.78024604,63.44971558,17.66946954,0.3859627475,875.0173458,"13.79072133","stop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","5_33","Experimental"
"119",8,5,44,2,0.01701368113,50.74345739,58.98971629,8.246258896,0.1625088104,286.4928885,"4.856658186","tap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","5_44","Experimental"
"120",8,6,3,2,0.01874184035,52.6775109,60.43376021,7.756249303,0.1472402392,164.2304089,"2.717527559","tap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","6_3","Experimental"
"121",8,6,27,2,0.0136204677,61.05798509,65.28472315,4.226738055,0.06922498423,174.4857522,"2.672688858","tap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","6_27","Experimental"
"122",8,6,36,2,0.05086166339,45.06310533,59.16694242,14.10383709,0.3129796978,422.3147108,"7.137680156","fricative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","6_36","Experimental"
"123",8,6,37,2,0.018355038,59.14580785,68.62244053,9.476632682,0.1602249259,157.8340199,"2.300035072","tap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","6_37","Experimental"
"124",8,6,42,2,0.02825808278,55.94298798,56.48261396,0.5396259706,0.009645998365,34.90999679,"0.6180662393","fricative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","6_42","Experimental"
"125",8,6,62,2,0.03371394746,51.93594672,56.05283815,4.11689143,0.07926863165,162.2358563,"2.894337944","fricative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","6_62","Experimental"
"126",8,6,66,2,0.02948303665,54.48604181,60.62422607,6.13818426,0.1126560869,205.5610359,"3.390740785","fricative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","6_66","Experimental"
"127",12,1,13,2,0.01327503178,80.71875813,86.25035879,5.531600667,0.06852930838,418.7008422,"4.854482324","tap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","1_13","Experimental"
"128",12,1,16,2,0.01933388691,68.51111503,85.67189347,17.16077844,0.2504816691,754.5326056,"8.807236249","tap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","1_16","Experimental"
"129",12,1,23,2,0.0198030878,50.9250498,75.13383029,24.20878049,0.4753805953,1227.016048,"16.33107275","tap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","1_23","Experimental"
"130",12,1,32,2,0.01679071184,56.43694909,80.90558859,24.4686395,0.4335570914,1548.047434,"19.13399878","tap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","1_32","Experimental"
"131",12,1,38,2,0.01968241191,51.71527455,82.43754613,30.72227158,0.5940657156,1139.096778,"13.8176939","tap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","1_38","Experimental"
"132",12,1,43,2,0.01612936197,68.26641033,84.54146377,16.27505345,0.2384049984,1117.415791,"13.21736981","tap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","1_43","Experimental"
"133",12,1,44,2,0.01806128814,58.5700268,72.63119215,14.06116534,0.2400744222,457.6823989,"6.301457892","tap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","1_44","Experimental"
"134",12,5,11,2,0.0702709146,39.46463638,68.67203357,29.20739719,0.7400903661,1781.167808,"25.93730977","stop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","5_11","Experimental"
"135",12,5,12,2,0.06407481085,42.19971449,67.76308639,25.5633719,0.605771205,2022.599287,"29.84809864","stop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","5_12","Experimental"
