Partic,Session,Token,Group,Duration,I-min,I-max,RI,RI%,MaxRisingVelocity,WMRV,Spectral,Category
14,1,16,Comparison,0.022082,53.59902938,60.10913818,6.510108799,0.121459453,312.7236685,5.202597775,Stripe/Burst,tap
14,1,23,Comparison,0.018740798,49.01499461,49.84612751,0.831132899,0.016956707,76.54288189,1.535583318,Whitening,tap
14,1,32,Comparison,0.024244977,46.19930598,55.72068669,9.521380705,0.206093587,398.9143953,7.159179453,Stripe/Burst,tap
14,1,37,Comparison,0.011654636,53.62767789,56.6513283,3.02365041,0.056382274,164.6157894,2.905771044,Whitening,tap
14,1,38,Comparison,0.025252,43.22062815,55.34730419,12.12667605,0.280576118,451.743266,8.161974148,Stripe/Burst,tap
14,1,43,Comparison,0.013126935,55.96949838,59.25969271,3.290194327,0.058785489,308.4557182,5.205152172,Stripe/Burst,tap
14,1,44,Comparison,0.020514,48.18012829,52.4449569,4.264828607,0.088518415,239.8411993,4.57319852,Stripe/Burst,tap
14,2,1,Comparison,0.064534699,38.37099985,58.72363322,20.35263337,0.530417072,885.0631172,15.07166823,Continuous,approximant
14,2,2,Comparison,0.068861342,44.20482578,58.63579204,14.43096626,0.326456807,1015.748068,17.32300414,Continuous,approximant
14,2,3,Comparison,0.065464062,48.96113444,65.2065663,16.24543186,0.331802603,578.0919028,8.865547376,Continuous,approximant
14,2,4,Comparison,0.067073636,46.19297995,61.42016436,15.2271844,0.329642825,869.8390104,14.16210815,Whitening,approximant
14,2,5,Comparison,0.057551556,42.00984998,57.61030577,15.60045579,0.371352333,772.1056761,13.40221451,Continuous,approximant
14,5,11,Comparison,0.019679311,54.73417833,71.38293099,16.64875266,0.304174707,1000.670494,14.01834416,Whitening,tap
14,5,12,Comparison,0.0134,54.47822634,62.7255184,8.247292062,0.151386942,257.9881814,4.112970095,Stripe/Burst,tap
14,5,21,Comparison,0.013944593,55.43983773,67.32459623,11.8847585,0.214372173,776.7948942,11.538055,Stripe/Burst,tap
14,5,22,Comparison,0.024375817,51.6546591,69.85143809,18.19677898,0.352277593,755.764155,10.81959335,Stripe/Burst,tap
14,5,23,Comparison,0.015632,62.49641676,73.23618641,10.73976965,0.171846167,508.4125628,6.94209499,Whitening,tap
14,5,25,Comparison,0.017178169,56.27776328,74.93028521,18.65252194,0.331436803,1107.652712,14.78244355,Stripe/Burst,tap
14,5,29,Comparison,0.021931,53.45603088,68.07206712,14.61603624,0.273421651,604.5827137,8.881509543,Stripe/Burst,tap
14,5,30,Comparison,0.025575669,46.90970321,65.31930767,18.40960446,0.392447686,838.24688,12.83306437,Whitening,tap
14,5,33,Comparison,0.04929818,46.97337657,68.21960228,21.2462257,0.452303565,857.396717,12.56818698,Stripe/Burst,stop
14,5,41,Comparison,0.011143693,52.96339379,69.23976484,16.27637105,0.307313597,505.8932729,7.306397908,Whitening,tap
14,5,44,Comparison,0.012992,57.66832224,70.97490278,13.30658053,0.230743327,434.4129183,6.120655349,Whitening,tap
14,6,3,Comparison,0.039810857,50.83592589,69.00660802,18.17068213,0.357437812,719.8279331,10.4312899,Stripe/Burst,stop
14,6,11,Comparison,0.035721007,57.13956311,72.09014061,14.9505775,0.261650189,572.6699715,7.943804335,Stripe/Burst,stop
14,6,27,Comparison,0.024644,63.32361514,72.47326624,9.149651101,0.144490347,335.8158632,4.633651561,Whitening,tap
14,6,36,Comparison,0.034280616,54.98002586,76.51227583,21.53224998,0.391637684,573.8165281,7.499666189,Stripe/Burst,stop
14,6,37,Comparison,0.019720619,60.21409082,69.26687218,9.052781362,0.150343238,330.6365899,4.773372602,Stripe/Burst,tap
14,6,62,Comparison,0.030268454,54.00480924,70.51497648,16.51016724,0.305716611,432.8871028,6.138938484,Stripe/Burst,stop
14,6,66,Comparison,0.019319271,54.6147883,68.95012501,14.33533671,0.262480862,426.121582,6.180142269,Stripe/Burst,tap
16,1,13,Comparison,0.024143,81.6439325,82.4056311,0.761698602,0.009329519,67.09708972,0.814229426,Whitening,tap
16,1,16,Comparison,0.025222,71.52740904,79.71655313,8.189144092,0.114489595,365.8597032,4.589507309,Whitening,tap
16,1,23,Comparison,0.023231,73.55628912,78.21122886,4.654939739,0.063284048,383.8094476,4.907344549,Whitening,tap
16,1,32,Comparison,0.010663751,72.09384899,77.82743749,5.733588496,0.07952951,210.5753573,2.705669929,Continuous,approximant
16,1,37,Comparison,0.018875059,72.82094121,80.14968211,7.328740902,0.100640568,387.3898349,4.833329649,Whitening,tap
16,1,38,Comparison,0.02561,72.70229996,83.67429271,10.97199276,0.150916722,487.7746112,5.829444091,Whitening,tap
16,1,43,Comparison,0.024563,68.55066016,77.11424792,8.563587765,0.124923491,387.2645214,5.021958093,Stripe/Burst,tap
16,1,44,Comparison,0.028896,59.59204128,73.82985858,14.23781729,0.238921456,501.803645,6.7967575,Whitening,tap
16,2,1,Comparison,0.055961353,67.34782915,83.34024398,15.99241484,0.23745999,245.7400159,2.948635667,Continuous,approximant
16,2,2,Comparison,0.049183896,59.15565585,78.6642166,19.50856075,0.329783526,1145.401088,14.56063681,Stripe/Burst,stop
16,2,3,Comparison,0.037018068,75.40035259,80.64123387,5.240881276,0.069507384,302.9440084,3.756688655,Continuous,approximant
16,2,4,Comparison,0.042942363,57.75634403,72.24868876,14.49234473,0.250922128,734.0675956,10.16028952,Continuous,approximant
16,2,5,Comparison,0.057955665,56.71915771,81.04052389,24.32136619,0.428803374,350.3006253,4.322536535,Continuous,approximant
16,5,11,Comparison,0.006335675,67.02797925,70.97645097,3.948471729,0.058907814,255.8586949,3.60483923,Whitening,tap
16,5,12,Comparison,0.020981,56.64175609,69.50522958,12.8634735,0.227102307,1216.903647,17.50808758,Whitening,tap
16,5,21,Comparison,0.019808278,58.77885108,71.75685872,12.97800764,0.22079383,771.7521534,10.75509947,Whitening,tap
16,5,22,Comparison,0.040435825,36.52537008,73.29624421,36.77087413,1.006721467,1770.078656,24.14965017,Stripe/Burst,stop
16,5,23,Comparison,0.01163563,66.23043493,79.8239635,13.59352858,0.205245951,987.8605306,12.37548835,Whitening,tap
16,5,25,Comparison,0.024031,65.44085012,81.10376517,15.66291505,0.239344615,894.3373311,11.02707537,Whitening,tap
16,5,29,Comparison,0.024848525,55.53548616,73.50151059,17.96602443,0.323505306,1013.706525,13.79164206,Stripe/Burst,tap
16,5,30,Comparison,0.019101,62.21595646,81.00945373,18.79349727,0.302068767,1129.044483,13.93719413,Whitening,tap
16,5,33,Comparison,0.028624,48.88691068,67.05394894,18.16703826,0.371613547,563.4695716,8.40322726,Whitening,tap
16,5,41,Comparison,0.023725,49.10529594,81.11420359,32.00890765,0.651842272,1750.356336,21.57891293,Whitening,tap
16,5,44,Comparison,0.024155,82.58296373,85.86600351,3.283039781,0.039754444,227.1142856,2.644984934,Whitening,tap
16,6,3,Comparison,0.021404,68.55840856,72.57092018,4.012511621,0.058526907,351.6934267,4.846203216,Stripe/Burst,tap
16,6,11,Comparison,0.018746589,71.21390508,77.27499963,6.061094545,0.085111111,381.6891412,4.939361282,Stripe/Burst,tap
16,6,27,Comparison,0.026239,75.61621132,83.43732989,7.821118569,0.10343177,424.3706067,5.086100038,Whitening,tap
16,6,36,Comparison,0.015424601,74.5619834,82.23313808,7.671154681,0.102882921,273.6717582,3.327998476,Continuous,approximant
16,6,37,Comparison,0.026737,62.41700999,79.93071878,17.51370879,0.280591922,767.3273466,9.599905498,Stripe/Burst,tap
16,6,62,Comparison,0.024175,66.64898354,82.08422234,15.43523881,0.231590011,444.2759171,5.412439863,Stripe/Burst,tap
16,6,66,Comparison,0.012484616,70.88256968,80.44557385,9.563004173,0.134913339,206.3531873,2.565127918,Whitening,tap
17,1,13,Control,0.02979002,50.12018816,72.03373831,21.91355015,0.43722003,713.0154572,9.898354216,Stripe/Burst,tap
17,1,16,Control,0.023258,48.93625538,65.25098015,16.31472478,0.333387274,756.7190861,11.59705317,Whitening,tap
17,1,23,Control,0.036685102,30.43659539,56.47677608,26.04018069,0.855554978,2101.37136,37.20770741,Stripe/Burst,stop
17,1,32,Control,0.028904808,39.94004052,68.67071976,28.73067924,0.71934527,1505.825984,21.92821029,Stripe/Burst,tap
17,1,37,Control,0.019691305,48.88488272,56.99593089,8.111048169,0.1659214,447.4846434,7.851168257,Whitening,tap
17,1,38,Control,0.028013,45.23924414,60.36807299,15.12882885,0.33441825,740.3267681,12.26354812,Whitening,tap
17,1,43,Control,0.024886,56.68626639,68.36706891,11.68080251,0.206060537,842.5171529,12.32343534,Whitening,tap
17,1,44,Control,0.027172,43.96069906,58.43179877,14.47109971,0.329182657,1123.401876,19.22586502,Stripe/Burst,tap
17,5,11,Control,0.025252,48.88824138,72.18177992,23.29353855,0.476465054,909.511286,12.60028898,Stripe/Burst,tap
17,5,12,Control,0.029373,43.23937527,60.96345352,17.72407826,0.409905975,640.0464814,10.49885537,Stripe/Burst,tap
17,5,21,Control,0.025821,45.38161159,63.95951371,18.57790212,0.4093707,718.4130301,11.23230913,Stripe/Burst,tap
17,5,23,Control,0.024186,56.52483401,64.46925175,7.944417747,0.140547388,421.1402886,6.532420916,Stripe/Burst,tap
17,5,29,Control,0.019105086,43.12484489,64.04565168,20.92080679,0.485121902,472.1301246,7.371774854,Whitening,tap
17,5,30,Control,0.012662666,55.39243455,60.41679268,5.024358132,0.090704772,244.355478,4.044496028,Whitening,tap
17,5,33,Control,0.028497,52.77093884,67.01404511,14.24310626,0.269904356,505.7392322,7.546764733,Whitening,tap
17,5,41,Control,0.024879618,45.04170603,67.4877438,22.44603778,0.498338979,823.5634047,12.2031551,Stripe/Burst,tap
17,5,44,Control,0.024545,56.73174502,65.30913139,8.577386375,0.151192007,277.0723496,4.242474883,Whitening,tap
17,6,3,Control,0.027120713,51.74227427,68.48150408,16.73922981,0.323511675,775.8877513,11.32988771,Stripe/Burst,tap
17,6,11,Control,0.024377,62.34505541,71.47019463,9.125139227,0.146365083,477.5367513,6.681620971,Whitening,tap
17,6,27,Control,0.028795,50.68034102,62.33082079,11.65047976,0.229881637,456.4786308,7.323481787,Stripe/Burst,tap
17,6,36,Control,0.027361,49.31767453,65.51380905,16.19613451,0.328404262,420.4086425,6.417099671,Stripe/Burst,tap
17,6,37,Control,0.018689952,51.22093425,65.2938259,14.07289164,0.274748828,397.5649704,6.088860086,Whitening,tap
17,6,62,Control,0.024187,49.54433724,65.36239299,15.81805575,0.31927071,437.8657116,6.699046524,Whitening,tap
17,6,66,Control,0.02282,37.42028799,59.01847008,21.59818209,0.577178404,624.0457881,10.57373712,Stripe/Burst,tap
18,1,13,Comparison,0.015905772,66.81726765,71.8842649,5.066997247,0.075833649,253.1948624,3.5222571,Whitening,tap
18,1,16,Comparison,0.024708,60.41157258,69.91602525,9.504452666,0.157328344,474.1187903,6.781260643,Stripe/Burst,tap
18,1,23,Comparison,0.026512,59.34227497,69.68732455,10.34504958,0.174328497,418.6181303,6.007091433,Whitening,tap
18,1,32,Comparison,0.023267,54.88605628,65.98822705,11.10217078,0.202276708,335.8294132,5.08923225,Whitening,tap
18,1,37,Comparison,0.014785305,60.33684211,70.90398869,10.56714658,0.175135891,488.0087728,6.882670239,Whitening,tap
18,1,38,Comparison,0.011405351,63.34961288,66.53513847,3.185525588,0.050284847,164.1923402,2.467753791,Whitening,tap
18,1,44,Comparison,0.015293703,60.02893004,64.00550806,3.976578022,0.06624436,191.4304025,2.990842637,Whitening,tap
18,2,1,Comparison,0.055814342,40.80825323,69.98541125,29.17715802,0.714981792,959.0916692,13.70416566,Whitening,approximant
18,2,2,Comparison,0.018626,47.12510527,58.90325884,11.77815357,0.249933735,911.8851739,15.48106492,Continuous,approximant
18,2,3,Comparison,0.01427,48.28338581,64.3061503,16.02276449,0.331848403,774.7713948,12.04816944,Continuous,approximant
18,2,4,Comparison,0.071742513,35.37819319,54.7941309,19.41593771,0.54881089,1504.524885,27.45777442,Whitening,approximant
18,2,5,Comparison,0.046001492,48.20449167,65.72059491,17.51610324,0.36337077,366.0779345,5.570216383,Continuous,approximant
18,5,11,Comparison,0.031277913,40.63338464,60.78316697,20.14978234,0.495892295,1253.957191,20.63000751,Stripe/Burst,stop
18,5,12,Comparison,0.033915544,48.66042483,58.21716921,9.556744381,0.196396649,722.1247216,12.40398204,Stripe/Burst,stop
18,5,21,Comparison,0.029523,40.85538611,59.92416547,19.06877936,0.466738444,1215.415879,20.28256663,Whitening,tap
18,5,23,Comparison,0.018395526,60.65885398,69.81325863,9.154404647,0.150916215,521.5809834,7.471087779,Stripe/Burst,tap
18,5,25,Comparison,0.014205,48.71027975,58.357156,9.646876245,0.198046004,838.5905424,14.36996934,Whitening,tap
18,5,29,Comparison,0.021852,52.2079831,65.54795512,13.33997202,0.255515943,826.0244775,12.60183443,Whitening,tap
18,5,30,Comparison,0.019127018,46.80924301,70.37405822,23.56481521,0.503422267,1152.788325,16.38087037,Whitening,tap
18,5,33,Comparison,0.014899,51.46777849,68.38965175,16.92187326,0.328785772,1060.327864,15.50421499,Whitening,tap
18,5,41,Comparison,0.045941503,34.5401141,64.85942592,30.31931181,0.87779999,1428.867233,22.03021709,Stripe/Burst,stop
18,5,44,Comparison,0.014846,46.19973721,63.7719848,17.57224759,0.380353843,1281.446264,20.09418819,Stripe/Burst,tap
18,6,3,Comparison,0.044221015,42.3318769,61.16523481,18.8333579,0.444897776,617.9336796,10.10269447,Stripe/Burst,stop
18,6,11,Comparison,0.01468585,56.27783327,61.68153562,5.403702355,0.096018308,268.6549843,4.355517119,Whitening,tap
18,6,27,Comparison,0.025481,51.96639039,61.33214432,9.365753927,0.18022714,471.1971851,7.682711739,Whitening,tap
18,6,36,Comparison,0.031176496,48.21331924,59.57228886,11.35896963,0.235598167,544.2689015,9.136276478,Stripe/Burst,stop
18,6,37,Comparison,0.032143813,51.98880029,60.5962096,8.607409302,0.165562761,334.9068485,5.526861345,Stripe/Burst,stop
18,6,62,Comparison,0.014315699,53.31127964,65.82380331,12.51252367,0.234706872,405.8063928,6.165040189,Stripe/Burst,tap
18,6,66,Comparison,0.027023,53.18744487,59.72046823,6.533023364,0.122830179,262.9887671,4.403662176,Stripe/Burst,tap
28,1,13,Experimental,0.028809,53.3481027,68.81840161,15.47029891,0.2899878,506.7316071,7.363315556,Stripe/Burst,tap
28,1,16,Experimental,0.015832794,54.80667918,67.37377464,12.56709546,0.229298612,457.8776773,6.796081705,Whitening,tap
28,1,23,Experimental,0.024096,52.43236341,60.03057865,7.59821524,0.144914605,455.1241945,7.581539354,Stripe/Burst,tap
28,1,32,Experimental,0.02317,54.01986373,63.9328195,9.912955773,0.183505753,548.9347063,8.586117594,Whitening,tap
28,1,37,Experimental,0.015943791,61.53816439,67.00070603,5.462541637,0.08876673,208.3447732,3.109590713,Whitening,tap
28,1,38,Experimental,0.025692,55.07492682,64.91983503,9.844908208,0.178754812,580.9166998,8.948215896,Stripe/Burst,tap
28,1,43,Experimental,0.016740642,64.14891502,65.84140031,1.692485286,0.026383693,158.3114985,2.404436991,Whitening,tap
28,1,44,Experimental,0.021868,49.03393849,57.76496089,8.731022401,0.178060802,414.2315951,7.170983736,Whitening,tap
28,2,1,Experimental,0.053910674,47.15773347,63.60046807,16.4427346,0.348675252,412.5490076,6.486571877,Continuous,approximant
28,2,2,Experimental,0.0174,45.5366657,57.85769896,12.32103326,0.270573901,689.0634664,11.90962445,Stripe/Burst,tap
28,2,3,Experimental,0.017,50.38043117,63.02921201,12.64878084,0.251065355,760.1786998,12.06073621,Whitening,tap
28,2,4,Experimental,0.0188,47.10499582,60.46772973,13.36273391,0.28367976,834.347437,13.7982266,Whitening,tap
28,2,5,Experimental,0.0282,38.86912941,62.12113764,23.25200823,0.598212735,826.4076363,13.30316327,Whitening,tap
28,5,11,Experimental,0.020344,44.24839699,52.32868474,8.080287756,0.182611988,661.4526693,12.64034578,Stripe/Burst,tap
28,5,12,Experimental,0.023,37.99348176,53.83307109,15.83958933,0.416902811,1261.651031,23.43635624,Stripe/Burst,tap
28,5,21,Experimental,0.020114,53.02586882,59.01699265,5.991123835,0.112984925,431.3290382,7.308556719,Whitening,tap
28,5,22,Experimental,0.027466,42.12266943,53.6786753,11.55600587,0.274341727,810.6770102,15.10240344,Whitening,tap
28,5,23,Experimental,0.025150678,64.92762461,72.80270743,7.875082828,0.121290173,332.9116954,4.572792786,Whitening,tap
28,5,25,Experimental,0.025527,49.09814519,63.08650248,13.98835729,0.284906023,611.0897498,9.686537148,Whitening,tap
28,5,29,Experimental,0.027826,44.3916918,55.72069243,11.32900063,0.255205426,470.9030886,8.451134902,Stripe/Burst,tap
28,5,30,Experimental,0.028838,51.30813761,62.71619714,11.40805953,0.222344058,596.4439811,9.510206426,Whitening,tap
28,5,33,Experimental,0.026554,46.32460563,68.7920649,22.46745927,0.485000551,880.6155711,12.80112136,Whitening,tap
28,5,44,Experimental,0.013,61.65885308,69.38342024,7.724567153,0.125279125,551.0075688,7.941487562,Whitening,tap
28,6,3,Experimental,0.029437,56.04443365,61.11159374,5.067160091,0.090413262,273.5633284,4.476455475,Whitening,tap
28,6,11,Experimental,0.026276,54.17164165,60.58622702,6.414585376,0.118412239,185.5158319,3.062013282,Whitening,tap
28,6,27,Experimental,0.014942622,56.72653036,57.55142063,0.824890269,0.014541525,75.14986496,1.305786445,Whitening,tap
28,6,36,Experimental,0.024535,48.58133631,58.82409181,10.24275549,0.210837253,563.9484841,9.58703257,Whitening,tap
28,6,37,Experimental,0.04060017,41.95057127,59.99096496,18.04039369,0.430039285,526.5022742,8.776359483,Stripe/Burst,stop
28,6,62,Experimental,0.033918583,45.54238254,60.13151204,14.5891295,0.320341815,553.6922885,9.208022046,Stripe/Burst,stop
28,6,66,Experimental,0.031476958,33.63104123,49.47077327,15.83973204,0.470985478,655.0105363,13.24035371,Stripe/Burst,stop
31,1,13,Experimental,0.022427,61.07069705,70.73233345,9.661636391,0.158204128,391.6195169,5.536640711,Whitening,tap
31,1,16,Experimental,0.024464,59.67951995,70.16604355,10.4865236,0.17571394,390.9689925,5.572054126,Whitening,tap
31,1,23,Experimental,0.015484959,63.14213177,62.97214724,-0.16998453,-0.002692094,0,0,Whitening,tap
31,1,32,Experimental,0.026544,52.78215571,67.89696421,15.1148085,0.286362092,293.4346671,4.321764169,Whitening,tap
31,1,37,Experimental,0.026457,61.09285205,65.57920999,4.486357939,0.073435071,276.5197084,4.216575779,Whitening,tap
31,1,38,Experimental,0.027043615,47.72673186,62.62964289,14.90291103,0.312255008,399.6579187,6.381290078,Stripe/Burst,tap
31,1,43,Experimental,0.026254,66.94278924,72.1649953,5.222206062,0.078009986,321.5949757,4.456384627,Whitening,tap
31,1,44,Experimental,0.021584,51.46712716,57.84178156,6.374654409,0.123858757,243.2411552,4.205284633,Whitening,tap
31,2,1,Experimental,0.073381155,43.75686372,58.86018155,15.10331784,0.345164542,459.3634154,7.804315299,Continuous,approximant
31,2,2,Experimental,0.083573055,39.02936023,62.43427883,23.4049186,0.599674667,1254.73365,20.09687103,Stripe/Burst,stop
31,2,3,Experimental,0.078113456,52.03859936,63.02588663,10.98728727,0.21113726,464.2168961,7.365495686,Continuous,approximant
31,2,4,Experimental,0.048557157,57.14394427,59.5549292,2.410984927,0.042191434,98.17867857,1.648539926,Continuous,approximant
31,2,5,Experimental,0.053944808,37.54209465,55.46010718,17.91801253,0.477277911,542.776063,9.786783521,Continuous,approximant
31,5,11,Experimental,0.043153669,64.5549717,64.97679623,0.421824533,0.006534346,39.07485472,0.601366287,Continuous,approximant
31,5,21,Experimental,0.047472685,51.99753675,66.88763971,14.89010296,0.286361699,566.2240084,8.465301076,Continuous,approximant
31,5,23,Experimental,0.024558947,66.84982588,69.07788498,2.228059103,0.033329318,152.0247916,2.200773686,Whitening,tap
31,5,25,Experimental,0.036653696,71.69071752,73.5054199,1.814702382,0.025312934,65.54282629,0.891673381,Continuous,approximant
31,5,29,Experimental,0.039872741,60.8087951,73.95814775,13.14935264,0.216240967,516.6626215,6.985878328,Continuous,approximant
31,5,30,Experimental,0.058652373,45.81554749,54.0173613,8.201813809,0.179018134,607.8449814,11.25277072,Continuous,approximant
31,5,33,Experimental,0.025964206,64.36109195,64.13886809,-0.222223858,-0.003452767,0,0,Continuous,approximant
31,5,41,Experimental,0.031327164,55.98539603,70.69925207,14.71385604,0.262815968,404.3112367,5.718748428,Continuous,approximant
31,5,44,Experimental,0.036324124,70.73827297,72.44455242,1.706279447,0.024121022,48.32303907,0.667034821,Continuous,approximant
31,6,3,Experimental,0.036770313,66.78860034,67.35734562,0.568745281,0.008515604,25.50307672,0.378623541,Continuous,approximant
31,6,11,Experimental,0.023754296,65.36353674,66.82693534,1.4633986,0.022388608,74.93285903,1.121297253,Continuous,approximant
31,6,27,Experimental,0.027465,42.63249015,58.42616293,15.79367278,0.37046095,542.6704707,9.288141536,Whitening,tap
31,6,36,Experimental,0.026356,49.27388378,57.0118057,7.737921919,0.15703901,246.2409374,4.319121881,Whitening,tap
31,6,37,Experimental,0.022682,44.79098816,51.39965956,6.608671399,0.147544666,282.5343405,5.49681346,Whitening,tap
31,6,62,Experimental,0.032082,45.4631191,55.41263494,9.949515837,0.218848069,303.7849782,5.482233042,Whitening,approximant
31,6,66,Experimental,0.024711,49.42189487,55.05396789,5.632073025,0.113959067,130.5851096,2.371947284,Whitening,tap
32,1,13,Control,0.027414,43.3392557,64.38343151,21.04417582,0.485568464,924.961408,14.36645091,Whitening,tap
32,1,23,Control,0.013541555,49.56072745,57.68827431,8.127546858,0.163991678,510.6929453,8.852629957,Whitening,tap
32,1,32,Control,0.011112078,53.51325538,58.83268519,5.319429815,0.099403966,335.2248041,5.697934796,Whitening,tap
32,1,37,Control,0.021628679,36.12850014,52.88596103,16.75746089,0.46382941,742.7257286,14.04391098,Stripe/Burst,tap
32,1,38,Control,0.027883,45.0042777,62.00970004,17.00542234,0.377862355,555.7002719,8.961505563,Stripe/Burst,tap
32,1,43,Control,0.024849,51.81366767,70.08399358,18.27032591,0.352615955,950.5463179,13.56295881,Whitening,tap
32,1,44,Control,0.025737,42.96270468,60.60390461,17.64119992,0.410616605,711.7441348,11.74419601,Whitening,tap
32,5,11,Control,0.026643,47.40162944,57.36785655,9.966227102,0.210250728,363.3994799,6.334548678,Stripe/Burst,tap
32,5,12,Control,0.013658332,47.31791141,49.47632561,2.158414199,0.045615162,138.2488199,2.794241856,Whitening,tap
32,5,21,Control,0.01657435,48.74653131,54.10235362,5.355822318,0.10987084,201.9188318,3.732163543,Whitening,tap
32,5,23,Control,0.026593,48.86551735,60.97633989,12.11082254,0.247839851,397.6441857,6.521286558,Stripe/Burst,tap
32,5,25,Control,0.015975801,51.07243019,56.24912237,5.176692186,0.101359817,207.5921818,3.690585257,Continuous,approximant
32,5,29,Control,0.017523435,48.15759217,51.36142976,3.203837591,0.066528193,123.4837638,2.404211962,Stripe/Burst,tap
32,5,30,Control,0.020346,52.6592092,57.06927999,4.410070799,0.08374738,148.0327134,2.593912407,Whitening,tap
32,5,33,Control,0.010637589,51.16690736,58.73826378,7.571356415,0.147973696,271.7230229,4.625996845,Whitening,tap
32,5,41,Control,0.026891,38.04442487,47.04510245,9.000677579,0.236583353,393.466606,8.363603978,Whitening,tap
32,5,44,Control,0.007,52.31786266,53.50696636,1.189103697,0.022728446,64.90277163,1.212977974,Whitening,tap
32,6,3,Control,0.029866,29.33538875,43.58573718,14.25034843,0.485773294,392.4831221,9.004852217,Whitening,tap
32,6,36,Control,0.026442,40.78566573,52.90324958,12.11758385,0.297103986,416.8736007,7.879924276,Whitening,tap
32,6,37,Control,0.01765429,41.63116696,55.46606629,13.83489933,0.332320719,359.5858821,6.48298872,Continuous,approximant
32,6,62,Control,0.02101054,32.0671144,44.28895863,12.22184423,0.381133272,299.3726275,6.759531872,Whitening,tap
32,6,66,Control,0.047033299,24.16009905,53.818996,29.65889695,1.227598318,962.3021588,17.88034394,Stripe/Burst,stop
35,1,13,Comparison,0.015768546,70.97156718,85.02189363,14.05032646,0.197971202,700.2545406,8.236167305,Stripe/Burst,tap
35,1,16,Comparison,0.01648626,63.01190483,83.4030029,20.39109806,0.323607073,1461.320494,17.5211976,Stripe/Burst,tap
35,1,23,Comparison,0.021526,53.06332414,69.09352701,16.03020288,0.302095716,925.511185,13.39504907,Stripe/Burst,tap
35,1,32,Comparison,0.023847864,48.75792556,71.0662752,22.30834964,0.457532789,1000.331932,14.07604282,Stripe/Burst,tap
35,1,37,Comparison,0.01298385,60.42066725,78.23713375,17.81646649,0.294873713,875.4325873,11.18947673,Stripe/Burst,tap
35,1,38,Comparison,0.026599,51.3116706,72.2362009,20.92453031,0.407792809,906.6293049,12.5508996,Stripe/Burst,tap
35,1,43,Comparison,0.021357333,62.38802658,80.75871454,18.37068796,0.294458552,1125.152525,13.93227383,Stripe/Burst,tap
35,1,44,Comparison,0.019288662,55.69263978,77.67848275,21.98584297,0.39477107,1121.864812,14.44241406,Whitening,tap
35,2,1,Comparison,0.022,48.11530804,66.05287479,17.93756675,0.372803739,845.89284,12.80629863,Whitening,tap
35,2,2,Comparison,0.014457,60.00777867,62.17887868,2.171100012,0.03618031,163.4336874,2.628443788,Whitening,tap
35,2,3,Comparison,0.017823707,56.93307133,67.69752135,10.76445002,0.189072006,565.3176071,8.350639667,Continuous,approximant
35,2,4,Comparison,0.016945,52.52520385,69.42922618,16.90402233,0.321826877,808.489093,11.64479481,Whitening,tap
35,2,5,Comparison,0.016859651,59.77389396,69.22676155,9.452867588,0.158143747,538.4697044,7.778346009,Whitening,tap
35,5,11,Comparison,0.049569744,49.912421,81.06668383,31.15426283,0.624178555,1185.46382,14.62331706,Stripe/Burst,stop
35,5,12,Comparison,0.023149304,58.87848857,77.3602852,18.48179663,0.313897267,1208.75132,15.62495946,Stripe/Burst,tap
35,5,21,Comparison,0.029847596,46.6037183,70.3607171,23.7569988,0.509766166,1287.017302,18.29170246,Stripe/Burst,tap
35,5,22,Comparison,0.046321899,46.51547736,65.57868433,19.06320697,0.409825031,1019.103062,15.54015718,Stripe/Burst,stop
35,5,23,Comparison,0.018002407,59.4748325,78.20914879,18.7343163,0.314995697,620.2640778,7.930837855,Whitening,tap
35,5,25,Comparison,0.021869,61.54693128,80.08058296,18.53365169,0.301130394,1341.894843,16.75680663,Stripe/Burst,tap
35,5,29,Comparison,0.024569798,53.32569635,72.84246646,19.51677011,0.365991847,741.6331793,10.18132987,Stripe/Burst,tap
35,5,30,Comparison,0.021925743,59.90978294,76.36480743,16.45502449,0.274663397,1025.753627,13.43228199,Stripe/Burst,tap
35,5,33,Comparison,0.025408079,59.93253061,75.37344205,15.44091144,0.257638236,841.7116672,11.16721811,Stripe/Burst,tap
35,5,41,Comparison,0.032301078,49.09108391,79.39293967,30.30185576,0.617257827,880.5601669,11.09116466,Stripe/Burst,stop
35,5,44,Comparison,0.022094905,62.94175806,79.29963367,16.35787561,0.25988908,995.573503,12.55457884,Stripe/Burst,tap
35,6,3,Comparison,0.019792122,56.5118957,69.59773995,13.08584425,0.23155911,488.4137686,7.017667082,Stripe/Burst,tap
35,6,11,Comparison,0.023453399,61.83193678,79.08971156,17.25777479,0.279107783,666.9713574,8.433098872,Stripe/Burst,tap
35,6,27,Comparison,0.027142877,58.44917967,72.08337736,13.63419769,0.233265852,543.2828446,7.536867229,Stripe/Burst,tap
35,6,36,Comparison,0.042970977,48.24005617,74.42305932,26.18300315,0.542764773,834.2182908,11.20913731,Stripe/Burst,stop
35,6,62,Comparison,0.029469,53.66297288,75.63876593,21.97579305,0.409515013,769.9673776,10.17953384,Whitening,tap
35,6,66,Comparison,0.036444377,52.75971451,83.5631447,30.80343019,0.583843762,651.4404824,7.795787062,Stripe/Burst,stop
