Partic,Session,Token,Group #,Duration,I-min,I-max,RI,RI%,MaxRisingVelocity,WMRV,Newest,,,,,,,,,,,
1,6,62,2,0.02071094474,71.99047407,84.18027043,12.18979636,0.1693251297,330.1860798,3.922368961,fricative,,,,,,,,,,,
1,6,66,2,0.01948644016,65.76775046,82.3224014,16.55465094,0.2517138084,510.0570638,6.19584773,tap,,,,,,,,,,,
3,1,23,3,0.0490321902,51.95907063,73.40537287,21.44630224,0.4127537691,778.2933009,10.60267485,stop,,,,,,,,,,,
3,1,32,3,0.03902266973,46.05658124,81.90673398,35.85015274,0.7783937013,1103.489796,13.47251614,stop,,,,,,,,,,,
3,1,37,3,0.03338612244,54.14598689,72.3857152,18.23972831,0.336862053,981.8468423,13.56409672,stop,,,,,,,,,,,
3,1,38,3,0.05536641251,50.24491308,73.5850553,23.34014222,0.4645274674,735.5593941,9.996043233,stop,,,,,,,,,,,
3,1,43,3,0.03547658253,50.67917797,76.40273894,25.72356097,0.5075765234,1079.705211,14.13176054,stop,,,,,,,,,,,
3,1,44,3,0.03484367329,43.05283028,73.96595076,30.91312048,0.7180276017,852.0848126,11.51996025,stop,,,,,,,,,,,
3,5,11,3,0.04388861553,40.84932869,60.45752356,19.60819487,0.4800126586,1014.870924,16.78651165,stop,,,,,,,,,,,
3,5,12,3,0.04020581051,35.67616939,59.71186654,24.03569715,0.6737185512,1701.850243,28.5010391,stop,,,,,,,,,,,
3,5,21,3,0.0442498183,31.44551097,51.0513775,19.60586652,0.6234869754,1687.459191,33.05413632,stop,,,,,,,,,,,
3,5,22,3,0.04276950918,33.53195518,47.67545012,14.14349494,0.4217915379,544.385298,11.41856651,stop,,,,,,,,,,,
3,5,23,3,0.03810783168,37.80117677,59.92694796,22.12577119,0.5853196404,1550.82816,25.87864412,stop,,,,,,,,,,,
3,5,25,3,0.04448471625,35.50107085,62.57302976,27.0719589,0.7625673889,1239.427046,19.80768792,stop,,,,,,,,,,,
3,5,29,3,0.03110661309,38.29321512,62.93866353,24.64544842,0.6435983069,1085.571042,17.24807903,stop,,,,,,,,,,,
3,5,30,3,0.03286875741,43.61285298,50.52247676,6.909623782,0.1584309054,764.268846,15.12730363,fricative,,,,,,,,,,,
3,5,33,3,0.05308508774,32.60889003,52.89746468,20.28857465,0.6221792471,958.5172076,18.12028636,stop,,,,,,,,,,,
3,5,41,3,0.04813762285,31.8475114,59.08817347,27.24066207,0.8553466461,1551.978645,26.26546995,stop,,,,,,,,,,,
3,5,44,3,0.04143609711,38.75516192,58.51224817,19.75708625,0.5097923805,1274.037554,21.77386093,stop,,,,,,,,,,,
3,6,3,3,0.04690069499,53.24116072,63.61212386,10.37096314,0.1947922058,835.2721561,13.13070694,fricative,,,,,,,,,,,
3,6,6,3,0.06397249372,40.6162175,63.81671041,23.20049291,0.5712125437,1000.900213,15.68398319,stop,,,,,,,,,,,
3,6,11,3,0.02342667895,43.89724435,65.56916031,21.67191596,0.4936965015,715.0693802,10.90557477,tap,,,,,,,,,,,
3,6,27,3,0.02857421699,44.92755188,63.48306487,18.55551298,0.4130096613,575.0912143,9.058970537,tap,,,,,,,,,,,
3,6,37,3,0.01467215376,48.970675,69.71994201,20.74926701,0.4237080051,583.3573967,8.367152637,tap,,,,,,,,,,,
3,6,42,3,0.04441882648,30.41568904,60.79248508,30.37679603,0.9987212847,1590.4364,26.16172702,stop,,,,,,,,,,,
3,6,60,3,0.04647506187,38.10255599,61.2642891,23.16173311,0.6078787237,1210.706897,19.7620329,stop,,,,,,,,,,,
3,6,62,3,0.04173300171,37.11736774,63.56496134,26.4475936,0.7125395793,1379.183821,21.69723369,stop,,,,,,,,,,,
3,6,66,3,0.04384689835,32.55717274,67.33746176,34.78028902,1.068283456,1256.7361,18.66325322,stop,,,,,,,,,,,
6,1,13,1,0.01040794518,69.03422364,79.98692524,10.9527016,0.1586561131,725.213086,9.066645378,tap,,,,,,,,,,,
6,1,16,1,0.01290712284,67.44691235,68.53413106,1.08721871,0.01611962167,88.02511289,1.284398175,tap,,,,,,,,,,,
6,1,23,1,0.01968326469,64.12147481,68.69234856,4.570873755,0.07128460112,1289.30515,18.76926873,tap,,,,,,,,,,,
6,1,32,1,0.0167404739,66.7340916,78.26924036,11.53514876,0.172852413,394.3654608,5.038575294,tap,,,,,,,,,,,
6,1,38,1,0.01991535345,66.44760026,72.46782154,6.020221278,0.09060103381,177.5615445,2.450212256,tap,,,,,,,,,,,
6,1,43,1,0.01784005292,58.78564024,69.34024515,10.55460491,0.1795439306,404.6521356,5.835747115,tap,,,,,,,,,,,
6,1,44,1,0.01619155861,64.70120715,69.31202552,4.610818372,0.0712632511,175.8159457,2.536586463,tap,,,,,,,,,,,
6,5,11,1,0.01492161946,59.46979739,68.99385321,9.524055821,0.160149458,438.2500356,6.352015654,tap,,,,,,,,,,,
6,5,12,1,0.04942783249,44.37500364,71.73404905,27.35904541,0.6165418178,1077.10708,15.01528345,stop,,,,,,,,,,,
6,5,17,1,0.02691881776,52.7427889,65.74439353,13.00160463,0.2465096159,536.2550359,8.156665643,tap,,,,,,,,,,,
6,5,18,1,0.01883851714,52.37940574,63.94907529,11.56966956,0.2208820317,638.6263716,9.986483287,tap,,,,,,,,,,,
6,5,21,1,0.0111760961,59.38786271,62.19311852,2.805255818,0.04723618076,158.4960768,2.548450384,tap,,,,,,,,,,,
6,5,23,1,0.01077915271,59.80985924,63.85004536,4.040186123,0.06755050379,198.2554128,3.105016005,tap,,,,,,,,,,,
6,5,25,1,0.04432953253,54.10966377,69.5400245,15.43036073,0.2851682981,583.983366,8.397802133,fricative,,,,,,,,,,,
6,5,29,1,0.0252655997,56.17161257,67.39970104,11.22808847,0.1998890178,574.9714981,8.530772233,tap,,,,,,,,,,,
6,5,30,1,0.01779464578,53.77323872,65.49025892,11.7170202,0.2178968662,364.1328056,5.560106367,tap,,,,,,,,,,,
6,5,33,1,0.0188823161,57.05356894,64.67047253,7.616903588,0.1335044193,315.1565148,4.873267544,tap,,,,,,,,,,,
6,5,41,1,0.01698188699,54.3956893,61.96997594,7.574286636,0.139244244,401.6688288,6.481668304,tap,,,,,,,,,,,
6,5,44,1,0.01613970229,64.33432774,72.17357141,7.839243671,0.1218516451,218.7145386,3.030396506,tap,,,,,,,,,,,
6,6,3,1,0.01591063728,64.12679313,70.06764149,5.940848353,0.09264221806,156.2261969,2.229648288,tap,,,,,,,,,,,
6,6,11,1,0.01631057871,61.03389679,64.54160602,3.507709231,0.05747149396,209.2207565,3.241641623,tap,,,,,,,,,,,
6,6,27,1,0.01760966801,60.72943119,64.69556493,3.966133737,0.06530826419,176.0174571,2.720703611,tap,,,,,,,,,,,
6,6,36,1,0.01439502943,59.60395197,62.46773726,2.863785288,0.04804690283,64.34008149,1.02997298,tap,,,,,,,,,,,
6,6,37,1,0.01870822738,58.21950388,65.18961125,6.970107374,0.1197211743,306.7638447,4.705716736,tap,,,,,,,,,,,
6,6,42,1,0.01824672906,55.9922708,66.49436455,10.50209375,0.1875632762,460.947074,6.9321224,tap,,,,,,,,,,,
6,6,62,1,0.01588574604,59.31617323,60.75457954,1.438406303,0.02424981628,81.99725213,1.349647265,tap,,,,,,,,,,,
6,6,66,1,0.0100953888,59.86575278,64.31882683,4.453074054,0.07438433239,124.5826448,1.936954559,tap,,,,,,,,,,,
7,1,13,3,0.0156938736,76.31003828,81.85717019,5.547131902,0.07269203405,213.4330507,2.607383693,tap,,,,,,,,,,,
7,1,16,3,0.01353335369,74.65374029,79.44521383,4.791473544,0.06418263205,402.0823566,5.061127502,tap,,,,,,,,,,,
7,1,23,3,0.05867259376,52.28044112,71.44578655,19.16534543,0.3665872938,666.4141467,9.327550005,stop,,,,,,,,,,,
7,1,32,3,0.01812602298,62.5846994,83.11182295,20.52712355,0.3279894886,586.0344056,7.051155717,tap,,,,,,,,,,,
7,1,37,3,0.01873343883,62.95981551,75.12513557,12.16532006,0.1932235659,458.7859263,6.106956385,tap,,,,,,,,,,,
7,1,38,3,0.03269756199,57.62618857,77.01131484,19.38512627,0.336394385,720.572699,9.356712068,stop,,,,,,,,,,,
7,1,43,3,0.01574381363,66.37731117,75.12726581,8.74995464,0.1318214686,351.3072225,4.676161427,tap,,,,,,,,,,,
7,1,44,3,0.01358727835,71.81376717,78.0992376,6.285470436,0.08752458872,326.990041,4.186853176,tap,,,,,,,,,,,
7,5,11,3,0.03047539332,59.05785125,81.13156939,22.07371814,0.3737643289,742.9260278,9.157052345,stop,,,,,,,,,,,
7,5,12,3,0.0191875815,56.17107704,72.65076915,16.4796921,0.2933839436,629.0818147,8.658983548,tap,,,,,,,,,,,
7,5,21,3,0.05130538597,55.30356273,81.78107196,26.47750922,0.4787667903,1330.858167,16.27342532,stop,,,,,,,,,,,
7,5,22,3,0.03274807805,67.2132308,75.07605514,7.862824346,0.1169832822,365.9019843,4.873750806,fricative,,,,,,,,,,,
7,5,25,3,0.01938684579,63.27979343,78.99581123,15.7160178,0.2483576028,575.4629284,7.284727119,tap,,,,,,,,,,,
7,5,29,3,0.01919592709,71.9658341,74.10081528,2.134981181,0.02966659399,121.187497,1.635440805,tap,,,,,,,,,,,
7,5,30,3,0.01518419255,64.7635489,78.60800984,13.84446094,0.2137693374,603.3477516,7.675397874,tap,,,,,,,,,,,
7,5,33,3,0.01700794298,64.89352572,82.34958767,17.45606195,0.2689954314,952.736317,11.56941211,tap,,,,,,,,,,,
7,5,41,3,0.04379814362,43.12129935,79.59265396,36.47135461,0.8457851492,1519.135308,19.08637584,stop,,,,,,,,,,,
7,5,44,3,0.03237948982,71.90803161,84.09106647,12.18303486,0.1694252309,421.9716176,5.018031467,fricative,,,,,,,,,,,
7,6,3,3,0.07119793249,51.03193439,79.78144657,28.74951218,0.5633631671,892.4657636,11.18638232,stop,,,,,,,,,,,
7,6,11,3,0.01795091647,59.5146729,71.48393512,11.96926222,0.2011144754,508.0960539,7.107835531,tap,,,,,,,,,,,
7,6,27,3,0.05189709952,52.3794107,73.13285306,20.75344236,0.3962137427,601.1563051,8.220058153,fricative,,,,,,,,,,,
7,6,36,3,0.01872421072,59.55799095,76.03208841,16.47409746,0.2766059969,410.8919864,5.404191769,tap,,,,,,,,,,,
7,6,37,3,0.04282489811,59.66039604,70.79022128,11.12982524,0.1865529896,403.2327605,5.696164713,fricative,,,,,,,,,,,
7,6,42,3,0.0447542541,55.63278513,73.32704907,17.69426394,0.3180546129,767.9946611,10.473552,stop,,,,,,,,,,,
7,6,62,3,0.03886208297,51.59618769,73.67620746,22.08001977,0.4279389767,772.8556283,10.48989429,stop,,,,,,,,,,,
7,6,66,3,0.02987359062,51.0229009,71.84542097,20.82252006,0.4081014543,722.938791,10.06241986,tap,,,,,,,,,,,
8,1,13,2,0.01184190539,60.66467491,78.97268035,18.30800544,0.3017902176,862.8535036,10.92597465,tap,,,,,,,,,,,
8,1,16,2,0.00909915865,66.8069684,71.57644583,4.769477425,0.07139191523,226.2743684,3.16129651,tap,,,,,,,,,,,
8,1,23,2,0.01571662205,66.07857327,71.79041908,5.711845809,0.08644021089,453.7891039,6.321025978,tap,,,,,,,,,,,
8,1,32,2,0.01176027978,51.44173946,72.42613199,20.98439253,0.4079254074,844.0572886,11.65404344,tap,,,,,,,,,,,
8,1,37,2,0.01943587745,49.38804815,63.44781027,14.05976212,0.2846794446,759.8354488,11.97575528,tap,,,,,,,,,,,
8,1,38,2,0.007834323059,60.44480161,68.54604357,8.101241961,0.1340271081,278.9006316,4.068807142,tap,,,,,,,,,,,
8,1,43,2,0.01575862573,57.53389231,68.22026279,10.68637048,0.1857404402,522.3425105,7.656706221,tap,,,,,,,,,,,
8,1,44,2,0.01523818022,50.21147244,61.69846828,11.48699584,0.2287723359,647.7969333,10.49940057,tap,,,,,,,,,,,
8,5,11,2,0.02308176965,65.69992787,70.53206167,4.832133809,0.07354854056,101.4601844,1.438497359,fricative,,,,,,,,,,,
8,5,12,2,0.0225004945,61.44275746,60.7922942,-0.6504632589,-0.01058649198,71.80075652,1.181083186,fricative,,,,,,,,,,,
8,5,17,2,0.04647798822,62.02951025,66.95343528,4.923925035,0.07938036291,162.956985,2.433885345,fricative,,,,,,,,,,,
8,5,18,2,0.02144107685,67.09627163,68.10850965,1.012238012,0.0150863526,75.12005032,1.102946617,fricative,,,,,,,,,,,
8,5,21,2,0.0488618909,63.1573167,65.70380168,2.546484982,0.04031971457,106.2591654,1.617245314,fricative,,,,,,,,,,,
8,5,22,2,0.05379304834,37.07972724,54.8777012,17.79797395,0.4799920408,904.1176194,16.47513652,stop,,,,,,,,,,,
8,5,23,2,0.01703702549,52.48373437,61.55263834,9.068903966,0.1727945634,411.0540024,6.678089087,tap,,,,,,,,,,,
8,5,25,2,0.04939661669,47.73609115,67.46978601,19.73369486,0.4133915112,931.6176321,13.80792333,stop,,,,,,,,,,,
8,5,29,2,0.01352788408,59.40874367,63.15398595,3.745242283,0.06304193712,288.7474397,4.572117426,tap,,,,,,,,,,,
8,5,30,2,0.01466814178,54.68030313,65.48513523,10.8048321,0.1976000769,643.1645643,9.821535254,tap,,,,,,,,,,,
8,5,33,2,0.03793733297,45.78024604,63.44971558,17.66946954,0.3859627475,875.0173458,13.79072133,stop,,,,,,,,,,,
8,5,44,2,0.01701368113,50.74345739,58.98971629,8.246258896,0.1625088104,286.4928885,4.856658186,tap,,,,,,,,,,,
8,6,3,2,0.01874184035,52.6775109,60.43376021,7.756249303,0.1472402392,164.2304089,2.717527559,tap,,,,,,,,,,,
8,6,27,2,0.0136204677,61.05798509,65.28472315,4.226738055,0.06922498423,174.4857522,2.672688858,tap,,,,,,,,,,,
8,6,36,2,0.05086166339,45.06310533,59.16694242,14.10383709,0.3129796978,422.3147108,7.137680156,fricative,,,,,,,,,,,
8,6,37,2,0.018355038,59.14580785,68.62244053,9.476632682,0.1602249259,157.8340199,2.300035072,tap,,,,,,,,,,,
8,6,42,2,0.02825808278,55.94298798,56.48261396,0.5396259706,0.009645998365,34.90999679,0.6180662393,fricative,,,,,,,,,,,
8,6,62,2,0.03371394746,51.93594672,56.05283815,4.11689143,0.07926863165,162.2358563,2.894337944,fricative,,,,,,,,,,,
8,6,66,2,0.02948303665,54.48604181,60.62422607,6.13818426,0.1126560869,205.5610359,3.390740785,fricative,,,,,,,,,,,
11,1,13,2,0.02785071048,74.12970953,78.05702281,3.927313281,0.05297893795,149.7563549,1.918550689,fricative,,,,,,,,,,,
11,1,16,2,0.02141435619,69.59989512,75.76232437,6.162429255,0.08854078364,270.1294548,3.565485312,fricative,,,,,,,,,,,
11,1,23,2,0.01671346825,58.98343293,69.34763922,10.36420629,0.1757138534,692.652816,9.988123948,tap,,,,,,,,,,,
11,1,32,2,0.02187436651,64.01410774,66.16292387,2.148816122,0.03356785243,142.5895697,2.155127999,fricative,,,,,,,,,,,
11,1,38,2,0.02141745904,51.73688926,66.30990795,14.57301869,0.2816755877,522.4397115,7.878757905,tap,,,,,,,,,,,
11,5,11,2,0.0511260228,53.89331023,69.02609624,15.13278602,0.2807915483,448.0930569,6.491647091,fricative,,,,,,,,,,,
11,5,12,2,0.02177505851,58.29469034,69.61079537,11.31610503,0.1941189664,695.22029,9.987248188,fricative,,,,,,,,,,,
11,5,21,2,0.0476329405,45.29430133,68.01530294,22.7210016,0.5016304687,1121.417131,16.48771795,stop,,,,,,,,,,,
11,5,22,2,0.03021289369,41.98363663,54.98395704,13.00032041,0.3096520801,760.6945428,13.83484536,stop,,,,,,,,,,,
11,5,23,2,0.02721882314,79.29415332,80.53026903,1.23611571,0.01558898932,45.31545655,0.5627133387,fricative,,,,,,,,,,,
11,5,25,2,0.03933119944,66.86041751,71.59387273,4.733455219,0.07079607629,162.7601614,2.27338116,fricative,,,,,,,,,,,
11,5,29,2,0.03538447009,53.76520365,69.59848294,15.83327929,0.2944893391,744.9693706,10.70381622,stop,,,,,,,,,,,
11,5,30,2,0.03624639949,68.03229178,74.1988268,6.166535024,0.09064129493,419.8115361,5.657926874,fricative,,,,,,,,,,,
11,5,33,2,0.02771449398,67.44695952,73.36470246,5.917742938,0.08773920989,248.6351039,3.389028995,fricative,,,,,,,,,,,
11,5,41,2,0.0432779288,55.69590091,70.19805152,14.50215061,0.2603809324,240.5121221,3.426193703,fricative,,,,,,,,,,,
11,5,44,2,0.02286381144,71.8458264,78.40166,6.555833591,0.09124863502,159.0687408,2.028895061,fricative,,,,,,,,,,,
11,6,3,2,0.01536456303,64.89999196,72.97076589,8.07077393,0.1243570867,278.0886309,3.810959465,tap,,,,,,,,,,,
11,6,11,2,0.03836369918,70.14527063,75.07472695,4.929456317,0.07027496327,121.3669802,1.616615672,fricative,,,,,,,,,,,
11,6,27,2,0.0150336258,71.72790298,75.43453769,3.706634717,0.05167632907,135.1193408,1.791213215,tap,,,,,,,,,,,
11,6,36,2,0.03404460134,56.9132395,69.46633399,12.55309449,0.2205654537,263.4678588,3.792741658,fricative,,,,,,,,,,,
11,6,37,2,0.02490357379,66.65269264,75.49397535,8.84128271,0.1326470449,320.273221,4.242367944,fricative,,,,,,,,,,,
11,6,42,2,0.06084617529,46.91382925,72.86046845,25.9466392,0.5530701632,937.9953089,12.87385778,stop,,,,,,,,,,,
12,1,13,2,0.01327503178,80.71875813,86.25035879,5.531600667,0.06852930838,418.7008422,4.854482324,tap,,,,,,,,,,,
12,1,16,2,0.01933388691,68.51111503,85.67189347,17.16077844,0.2504816691,754.5326056,8.807236249,tap,,,,,,,,,,,
12,1,23,2,0.0198030878,50.9250498,75.13383029,24.20878049,0.4753805953,1227.016048,16.33107275,tap,,,,,,,,,,,
12,1,32,2,0.01679071184,56.43694909,80.90558859,24.4686395,0.4335570914,1548.047434,19.13399878,tap,,,,,,,,,,,
12,1,38,2,0.01968241191,51.71527455,82.43754613,30.72227158,0.5940657156,1139.096778,13.8176939,tap,,,,,,,,,,,
12,1,43,2,0.01612936197,68.26641033,84.54146377,16.27505345,0.2384049984,1117.415791,13.21736981,tap,,,,,,,,,,,
12,1,44,2,0.01806128814,58.5700268,72.63119215,14.06116534,0.2400744222,457.6823989,6.301457892,tap,,,,,,,,,,,
12,5,11,2,0.0702709146,39.46463638,68.67203357,29.20739719,0.7400903661,1781.167808,25.93730977,stop,,,,,,,,,,,
12,5,12,2,0.06407481085,42.19971449,67.76308639,25.5633719,0.605771205,2022.599287,29.84809864,stop,,,,,,,,,,,
12,5,21,2,0.0196789679,62.43059007,65.87552482,3.444934745,0.05518023682,145.8781021,2.214450702,tap,,,,,,,,,,,
12,5,22,2,0.04327445685,27.66626699,64.12207256,36.45580557,1.317698755,1956.688551,30.51505469,stop,,,,,,,,,,,
12,5,23,2,0.01966028052,60.01425674,81.41335617,21.39909943,0.3565669324,785.6565818,9.650217346,tap,,,,,,,,,,,
12,5,25,2,0.03121432957,51.91668841,71.94593058,20.02924217,0.3857958352,1199.276043,16.66912963,stop,,,,,,,,,,,
12,5,29,2,0.06218903211,40.64908176,68.05039105,27.40130929,0.6740941763,1409.733461,20.71602292,stop,,,,,,,,,,,
12,5,30,2,0.03975550736,49.85080131,75.23534029,25.38453899,0.5092102498,1090.846039,14.4991175,stop,,,,,,,,,,,
12,5,33,2,0.05601456289,49.78803804,73.6477967,23.85975866,0.4792267298,1043.104379,14.16341596,stop,,,,,,,,,,,
12,5,41,2,0.05385776701,34.21222642,68.91940369,34.70717727,1.014467075,1731.933601,25.1298402,stop,,,,,,,,,,,
12,5,44,2,0.01579212993,64.71887306,79.35575205,14.63687899,0.2261609063,532.3525906,6.708431044,tap,,,,,,,,,,,
12,6,3,2,0.01976531389,66.72664383,76.24827914,9.521635311,0.142696152,374.9790077,4.917868468,tap,,,,,,,,,,,
12,6,11,2,0.01929362752,66.30300968,74.71513129,8.412121612,0.1268739029,210.5667951,2.818261729,tap,,,,,,,,,,,
12,6,27,2,0.01985553092,59.03173424,70.46354497,11.43181073,0.1936553428,438.8171166,6.227576497,tap,,,,,,,,,,,
12,6,36,2,0.01791927406,59.77831782,72.15690251,12.37858468,0.2070748247,356.4073325,4.939338027,tap,,,,,,,,,,,
12,6,37,2,0.0184767669,53.46981625,68.7727705,15.30295425,0.2861979958,433.4634247,6.302834997,tap,,,,,,,,,,,
12,6,42,2,0.05975629853,45.18366387,66.00138576,20.81772189,0.4607355869,775.0463069,11.7428793,stop,,,,,,,,,,,
12,6,62,2,0.04242399578,42.01778201,66.62964561,24.6118636,0.5857487575,847.15802,12.71443083,stop,,,,,,,,,,,
12,6,66,2,0.0147049546,61.1200731,64.24189388,3.121820787,0.0510768497,87.86307467,1.367691227,tap,,,,,,,,,,,
13,1,13,2,0.01760791017,51.07283216,62.78265824,11.70982607,0.2292770065,511.4761032,8.146773608,tap,,,,,,,,,,,
13,1,16,2,0.01968180718,48.74412134,58.0296313,9.285509955,0.1904949705,606.6372887,10.45392285,tap,,,,,,,,,,,
13,1,23,2,0.03574073431,47.08150976,63.29852489,16.21701513,0.3444455205,807.9866244,12.76469911,stop,,,,,,,,,,,
13,1,32,2,0.01870524432,39.85841562,58.92167748,19.06326186,0.4782744511,877.7956614,14.89766923,tap,,,,,,,,,,,
13,1,37,2,0.0199269875,43.32491882,60.89077902,17.56586021,0.4054447344,738.0542913,12.12095334,tap,,,,,,,,,,,
13,1,38,2,0.01931753179,44.23834571,48.98604103,4.74769532,0.1073208151,272.8399174,5.569748272,tap,,,,,,,,,,,
13,1,43,2,0.0164149967,58.84254501,66.86522038,8.022675364,0.1363414067,671.4788515,10.04227381,tap,,,,,,,,,,,
13,1,44,2,0.02078182139,41.77787636,55.15427746,13.37640109,0.3201790579,644.6095607,11.68739018,tap,,,,,,,,,,,
13,5,11,2,0.01876665134,60.64007578,76.75429582,16.11422003,0.2657354864,1041.507412,13.56936965,tap,,,,,,,,,,,
13,5,12,2,0.04287630323,53.2738744,79.06089505,25.78702065,0.4840462786,1486.979678,18.8080299,stop,,,,,,,,,,,
13,5,21,2,0.03083998677,52.86766378,76.65166265,23.78399888,0.4498780006,1425.629744,18.59881045,stop,,,,,,,,,,,
13,5,23,2,0.02105575673,62.76278353,81.37371274,18.61092921,0.296528104,1181.572621,14.52032334,tap,,,,,,,,,,,
13,5,25,2,0.0444720807,50.01244869,78.52962903,28.51718034,0.5702016416,1877.482526,23.90795104,stop,,,,,,,,,,,
13,5,29,2,0.02429381342,60.68343268,80.68576972,20.00233704,0.3296177582,1186.588746,14.70629518,tap,,,,,,,,,,,
13,5,30,2,0.02159269407,59.96784948,75.9336462,15.96579672,0.2662392742,856.1306415,11.27472055,tap,,,,,,,,,,,
13,5,33,2,0.04115275261,47.91317103,71.88778644,23.97461541,0.5003763035,1179.145302,16.40258186,stop,,,,,,,,,,,
13,5,41,2,0.0313073172,49.42007483,80.04699027,30.62691544,0.6197262052,1104.850612,13.80252534,stop,,,,,,,,,,,
13,5,44,2,0.02043920355,58.11697533,80.68530107,22.56832573,0.3883258824,965.5592335,11.96697813,tap,,,,,,,,,,,
13,6,3,2,0.01981734296,60.77521228,78.47056633,17.69535404,0.2911607113,580.531853,7.398084151,tap,,,,,,,,,,,
13,6,11,2,0.02811262991,62.83810637,78.40515353,15.56704716,0.2477325951,499.2598342,6.367691558,tap,,,,,,,,,,,
13,6,27,2,0.01983707895,63.59159623,75.04266871,11.45107248,0.1800721032,467.9882483,6.236295382,tap,,,,,,,,,,,
13,6,36,2,0.04495146462,51.11738124,78.1699073,27.05252606,0.5292236301,1060.282349,13.5638174,stop,,,,,,,,,,,
13,6,37,2,0.02957616275,66.87620961,74.56958194,7.693372333,0.1150390008,221.0659376,2.964559166,fricative,,,,,,,,,,,
13,6,42,2,0.03843861799,56.60024246,74.75409828,18.15385582,0.3207381281,742.0670612,9.926774295,stop,,,,,,,,,,,
13,6,62,2,0.02773832127,53.7301821,74.22991811,20.49973601,0.3815311098,742.1280225,9.99769421,tap,,,,,,,,,,,
13,6,66,2,0.02877091881,61.1322674,75.28874619,14.15647879,0.2315713026,474.7705165,6.30599579,tap,,,,,,,,,,,
14,1,13,3,0.01678411807,51.6925912,61.15070788,9.458116683,0.1829685157,494.7894448,8.091311809,tap,,,,,,,,,,,
14,1,16,3,0.01839200007,53.59902938,60.10913818,6.510108799,0.1214594532,312.7236685,5.202597775,tap,,,,,,,,,,,
14,1,23,3,0.01874079833,49.01499461,49.84612751,0.8311328986,0.01695670693,76.54288189,1.535583318,tap,,,,,,,,,,,
